C26.017;Abdominal Injuries;D000007
C15.378;Blood Coagulation Disorders, Inherited;D025861
C16.320;Blood Coagulation Disorders, Inherited;D025861
C10.500;Septo-Optic Dysplasia;D025962
C16.131;Septo-Optic Dysplasia;D025962
C26.531;Hip Injuries;D025981
C18.654;Vitamin B 6 Deficiency;D026681
C02.256;Polyomavirus Infections;D027601
C16.320;Amyloidosis, Familial;D028226
C18.452;Amyloidosis, Familial;D028226
C10.574;Amyloid Neuropathies, Familial;D028227
C10.668;Amyloid Neuropathies, Familial;D028227
C16.320;Amyloid Neuropathies, Familial;D028227
C18.452;Amyloid Neuropathies, Familial;D028227
C10.228;Cerebral Amyloid Angiopathy, Familial;D028243
C14.907;Cerebral Amyloid Angiopathy, Familial;D028243
C16.320;Cerebral Amyloid Angiopathy, Familial;D028243
C18.452;Cerebral Amyloid Angiopathy, Familial;D028243
C18.452;Mitochondrial Diseases;D028361
C16.320;Biotinidase Deficiency;D028921
C18.452;Biotinidase Deficiency;D028921
C16.320;Holocarboxylase Synthetase Deficiency;D028922
C18.452;Holocarboxylase Synthetase Deficiency;D028922
C02.782;Peste-des-Petits-Ruminants;D029021
C10.292;Optic Atrophy, Autosomal Dominant;D029241
C10.574;Optic Atrophy, Autosomal Dominant;D029241
C11.270;Optic Atrophy, Autosomal Dominant;D029241
C11.640;Optic Atrophy, Autosomal Dominant;D029241
C16.320;Optic Atrophy, Autosomal Dominant;D029241
C18.452;Optic Atrophy, Autosomal Dominant;D029241
C10.292;Optic Atrophy, Hereditary, Leber;D029242
C10.574;Optic Atrophy, Hereditary, Leber;D029242
C11.270;Optic Atrophy, Hereditary, Leber;D029242
C11.640;Optic Atrophy, Hereditary, Leber;D029242
C16.320;Optic Atrophy, Hereditary, Leber;D029242
C18.452;Optic Atrophy, Hereditary, Leber;D029242
C08.381;Pulmonary Disease, Chronic Obstructive;D029424
C10.228;Sialic Acid Storage Disease;D029461
C16.320;Sialic Acid Storage Disease;D029461
C18.452;Sialic Acid Storage Disease;D029461
C08.127;Bronchitis, Chronic;D029481
C08.381;Bronchitis, Chronic;D029481
C08.730;Bronchitis, Chronic;D029481
C15.378;Anemia, Hypoplastic, Congenital;D029502
C16.320;Anemia, Hypoplastic, Congenital;D029502
C15.378;Anemia, Diamond-Blackfan;D029503
C16.320;Anemia, Diamond-Blackfan;D029503
C14.280;Jervell-Lange Nielsen Syndrome;D029593
C16.131;Jervell-Lange Nielsen Syndrome;D029593
C14.280;Romano-Ward Syndrome;D029597
C16.131;Romano-Ward Syndrome;D029597
C02.782;Hemorrhagic Syndrome, Bovine;D030243
C04.557;Denys-Drash Syndrome;D030321
C04.588;Denys-Drash Syndrome;D030321
C04.700;Denys-Drash Syndrome;D030321
C12.706;Denys-Drash Syndrome;D030321
C12.758;Denys-Drash Syndrome;D030321
C12.777;Denys-Drash Syndrome;D030321
C13.351;Denys-Drash Syndrome;D030321
C16.131;Denys-Drash Syndrome;D030321
C16.320;Denys-Drash Syndrome;D030321
C19.391;Denys-Drash Syndrome;D030321
C02.782;Nidovirales Infections;D030341
C16.320;Genetic Diseases, Inborn;D030342
C02.256;Papillomavirus Infections;D030361
C02.928;Papillomavirus Infections;D030361
C16.320;Cytochrome-c Oxidase Deficiency;D030401
C18.452;Cytochrome-c Oxidase Deficiency;D030401
C05.116;Acro-Osteolysis;D030981
C26.289;Knee Dislocation;D031221
C26.558;Knee Dislocation;D031221
C26.289;Patellar Dislocation;D031222
C26.558;Patellar Dislocation;D031222
C15.604;Erdheim-Chester Disease;D031249
C11.768;Retinal Vasculitis;D031300
C14.907;Retinal Vasculitis;D031300
C02.256;Zoster Sine Herpete;D031368
C05.116;Hajdu-Cheney Syndrome;D031845
C16.131;Hajdu-Cheney Syndrome;D031845
C16.320;Hajdu-Cheney Syndrome;D031845
C04.557;Gestational Trophoblastic Disease;D031901
C04.850;Gestational Trophoblastic Disease;D031901
C13.703;Gestational Trophoblastic Disease;D031901
C02.782;Hemorrhagic Septicemia, Viral;D031941
C04.557;Choriocarcinoma, Non-gestational;D031954
C10.228;Insomnia, Fatal Familial;D034062
C10.574;Insomnia, Fatal Familial;D034062
C10.886;Insomnia, Fatal Familial;D034062
C10.228;Wasting Disease, Chronic;D034081
C10.574;Wasting Disease, Chronic;D034081
C15.378;Hypoalbuminemia;D034141
C01.539;Pelvic Infection;D034161
C09.218;Hearing Loss;D034381
C10.597;Hearing Loss;D034381
C04.557;Mastocytosis, Cutaneous;D034701
C17.800;Mastocytosis, Cutaneous;D034701
C04.557;Mastocytosis, Systemic;D034721
C04.557;Mastocytoma;D034801
C17.800;Mastocytoma;D034801
C04.557;Endometrial Stromal Tumors;D036821
C13.351;Endometrial Stromal Tumors;D036821
C25.723;Ciguatera Poisoning;D036841
C05.321;Fasciitis, Plantar;D036981
C05.360;Fasciitis, Plantar;D036981
C05.116;Heel Spur;D036982
C05.360;Heel Spur;D036982
C05.360;Metatarsalgia;D037061
C05.550;Metatarsalgia;D037061
C10.597;Metatarsalgia;D037061
C05.360;Posterior Tibial Tendon Dysfunction;D037081
C05.330;Hammer Toe Syndrome;D037801
C05.660;Lower Extremity Deformities, Congenital;D038061
C16.131;Lower Extremity Deformities, Congenital;D038061
C05.660;Upper Extremity Deformities, Congenital;D038062
C16.131;Upper Extremity Deformities, Congenital;D038062
C10.228;Post-Concussion Syndrome;D038223
C10.900;Post-Concussion Syndrome;D038223
C26.260;Post-Concussion Syndrome;D038223
C26.915;Post-Concussion Syndrome;D038223
C26.974;Post-Concussion Syndrome;D038223
C10.228;Alexander Disease;D038261
C10.314;Alexander Disease;D038261
C10.574;Alexander Disease;D038261
C16.320;Alexander Disease;D038261
C18.452;Alexander Disease;D038261
C10.900;Shaken Baby Syndrome;D038642
C26.260;Shaken Baby Syndrome;D038642
C26.915;Shaken Baby Syndrome;D038642
C10.597;Mental Retardation, X-Linked;D038901
C16.320;Mental Retardation, X-Linked;D038901
C10.597;Coffin-Lowry Syndrome;D038921
C16.320;Coffin-Lowry Syndrome;D038921
C05.651;Muscular Dystrophy, Oculopharyngeal;D039141
C10.668;Muscular Dystrophy, Oculopharyngeal;D039141
C16.320;Muscular Dystrophy, Oculopharyngeal;D039141
C02.782;HIV-Associated Lipodystrophy Syndrome;D039682
C02.800;HIV-Associated Lipodystrophy Syndrome;D039682
C17.800;HIV-Associated Lipodystrophy Syndrome;D039682
C18.452;HIV-Associated Lipodystrophy Syndrome;D039682
C20.673;HIV-Associated Lipodystrophy Syndrome;D039682
C01.252;Bifidobacteriales Infections;D039941
C16.320;Genetic Diseases, X-Linked;D040181
C11.768;Retinoschisis;D041441
C06.130;Cholecystolithiasis;D041761
C06.130;Cholecystitis, Acute;D041881
C06.130;Emphysematous Cholecystitis;D041882
C06.130;Acalculous Cholecystitis;D042101
C06.130;Gallstones;D042882
C06.130;Choledocholithiasis;D042883
C06.405;Irritable Bowel Syndrome;D043183
C16.320;Steroid Metabolism, Inborn Errors;D043202
C18.452;Steroid Metabolism, Inborn Errors;D043202
C16.320;Mineralocorticoid Excess Syndrome, Apparent;D043204
C18.452;Mineralocorticoid Excess Syndrome, Apparent;D043204
C04.557;Glomus Tympanicum Tumor;D043604
C06.405;Diverticulosis, Colonic;D043963
C15.604;Lymphatic Abnormalities;D044148
C16.131;Lymphatic Abnormalities;D044148
C01.252;Piscirickettsiaceae Infections;D044225
C18.654;Malnutrition;D044342
C18.654;Overnutrition;D044343
C06.405;Intestinal Polyposis;D044483
C06.405;Enterocolitis, Neutropenic;D044504
C05.660;LEOPARD Syndrome;D044542
C14.240;LEOPARD Syndrome;D044542
C14.280;LEOPARD Syndrome;D044542
C16.131;LEOPARD Syndrome;D044542
C17.800;LEOPARD Syndrome;D044542
C04.557;Carcinoma, Ductal;D044584
C18.452;Glucose Metabolism Disorders;D044882
C06.689;Congenital Hyperinsulinism;D044903
C16.614;Congenital Hyperinsulinism;D044903
C18.452;Congenital Hyperinsulinism;D044903
C16.320;Mannosidase Deficiency Diseases;D044904
C18.452;Mannosidase Deficiency Diseases;D044904
C16.320;beta-Mannosidosis;D044905
C18.452;beta-Mannosidosis;D044905
C02.782;Severe Acute Respiratory Syndrome;D045169
C08.730;Severe Acute Respiratory Syndrome;D045169
C02.782;Avulavirus Infections;D045463
C02.782;Henipavirus Infections;D045464
C06.405;Steatorrhea;D045602
C18.452;Steatorrhea;D045602
C06.405;Diverticulosis, Esophageal;D045723
C06.405;Diverticulosis, Stomach;D045724
C01.252;Pneumonia of Swine, Mycoplasmal;D045729
C08.381;Pneumonia of Swine, Mycoplasmal;D045729
C08.730;Pneumonia of Swine, Mycoplasmal;D045729
C17.300;Scleroderma, Diffuse;D045743
C17.800;Scleroderma, Diffuse;D045743
C17.300;Scleroderma, Limited;D045745
C17.800;Scleroderma, Limited;D045745
C06.405;Intestinal Volvulus;D045822
C06.405;Ileus;D045823
C01.252;Desulfovibrionaceae Infections;D045824
C01.252;Fusobacteriaceae Infections;D045825
C01.252;Flavobacteriaceae Infections;D045826
C01.252;Cytophagaceae Infections;D045827
C01.252;Moraxellaceae Infections;D045828
C04.182;Ganglion Cysts;D045888
C17.300;Ganglion Cysts;D045888
C02.256;Monkeypox;D045908
C09.218;Hearing Loss, Unilateral;D046088
C10.597;Hearing Loss, Unilateral;D046088
C09.218;Hearing Loss, Mixed Conductive-Sensorineural;D046089
C10.597;Hearing Loss, Mixed Conductive-Sensorineural;D046089
C13.703;Hypertension, Pregnancy-Induced;D046110
C14.907;Hypertension, Pregnancy-Induced;D046110
C05.116;Laron Syndrome;D046150
C16.320;Laron Syndrome;D046150
C19.297;Laron Syndrome;D046150
C16.131;Lingual Thyroid;D046151
C19.874;Lingual Thyroid;D046151
C04.557;Gastrointestinal Stromal Tumors;D046152
C06.301;Gastrointestinal Stromal Tumors;D046152
C06.405;Gastrointestinal Stromal Tumors;D046152
C06.405;Pyloric Stenosis, Hypertrophic;D046248
C01.539;Liver Abscess, Pyogenic;D046290
C06.552;Liver Abscess, Pyogenic;D046290
C06.552;Coproporphyria, Hereditary;D046349
C16.320;Coproporphyria, Hereditary;D046349
C17.800;Coproporphyria, Hereditary;D046349
C18.452;Coproporphyria, Hereditary;D046349
C06.552;Porphyria, Variegate;D046350
C16.320;Porphyria, Variegate;D046350
C17.800;Porphyria, Variegate;D046350
C18.452;Porphyria, Variegate;D046350
C06.552;Protoporphyria, Erythropoietic;D046351
C16.320;Protoporphyria, Erythropoietic;D046351
C17.800;Protoporphyria, Erythropoietic;D046351
C18.452;Protoporphyria, Erythropoietic;D046351
C13.703;Pubic Symphysis Diastasis;D046548
C26.289;Pubic Symphysis Diastasis;D046548
C10.228;CADASIL;D046589
C14.907;CADASIL;D046589
C16.320;CADASIL;D046589
C10.597;Synkinesis;D046608
C06.130;Sphincter of Oddi Dysfunction;D046628
C10.228;Hematoma, Subdural, Intracranial;D046648
C10.900;Hematoma, Subdural, Intracranial;D046648
C14.907;Hematoma, Subdural, Intracranial;D046648
C26.260;Hematoma, Subdural, Intracranial;D046648
C26.915;Hematoma, Subdural, Intracranial;D046648
C06.405;Colitis, Microscopic;D046728
C06.405;Colitis, Collagenous;D046729
C06.405;Colitis, Lymphocytic;D046730
C06.689;Nesidioblastosis;D046768
C16.614;Nesidioblastosis;D046768
C18.452;Nesidioblastosis;D046768
C05.550;Patellofemoral Pain Syndrome;D046788
C05.182;Chondromalacia Patellae;D046789
C17.300;Chondromalacia Patellae;D046789
C16.131;Lingual Goiter;D047268
C19.874;Lingual Goiter;D047268
C21.676;Preconception Injuries;D047489
C06.552;Massive Hepatic Necrosis;D047508
C04.182;Breast Cyst;D047688
C17.800;Breast Cyst;D047688
C04.557;Myofibroma;D047708
C17.300;Myofibroma;D047708
C11.744;Myopia, Degenerative;D047728
C10.228;Pituitary ACTH Hypersecretion;D047748
C19.700;Pituitary ACTH Hypersecretion;D047748
C12.706;Adrenogenital Syndrome;D047808
C13.351;Adrenogenital Syndrome;D047808
C16.131;Adrenogenital Syndrome;D047808
C19.391;Adrenogenital Syndrome;D047808
C04.588;Pulmonary Sclerosing Hemangioma;D047868
C08.381;Pulmonary Sclerosing Hemangioma;D047868
C08.785;Pulmonary Sclerosing Hemangioma;D047868
C13.703;Premature Birth;D047928
C13.703;Fetal Nutrition Disorders;D048070
C18.654;Fetal Nutrition Disorders;D048070
C01.252;Pneumonia of Calves, Enzootic;D048089
C08.381;Pneumonia of Calves, Enzootic;D048089
C08.730;Pneumonia of Calves, Enzootic;D048089
C08.730;Bovine Respiratory Disease Complex;D048090
C06.552;Hepatic Insufficiency;D048550
C19.246;Diabetes Complications;D048909
C10.597;Labor Pain;D048949
C13.703;Morning Sickness;D048968
C05.660;Plagiocephaly, Nonsynostotic;D049068
C16.131;Plagiocephaly, Nonsynostotic;D049068
C13.703;Prenatal Injuries;D049188
C26.986;Decapitation;D049248
C05.651;Muscular Dystrophies, Limb-Girdle;D049288
C10.668;Muscular Dystrophies, Limb-Girdle;D049288
C16.320;Muscular Dystrophies, Limb-Girdle;D049288
C10.228;Tay-Sachs Disease, AB Variant;D049290
C16.320;Tay-Sachs Disease, AB Variant;D049290
C18.452;Tay-Sachs Disease, AB Variant;D049290
C04.557;Acanthoma;D049309
C04.588;Acanthoma;D049309
C05.651;Distal Myopathies;D049310
C10.668;Distal Myopathies;D049310
C16.320;Distal Myopathies;D049310
C04.557;Mongolian Spot;D049328
C04.557;Growth Hormone-Secreting Pituitary Adenoma;D049912
C04.588;Growth Hormone-Secreting Pituitary Adenoma;D049912
C10.228;Growth Hormone-Secreting Pituitary Adenoma;D049912
C19.344;Growth Hormone-Secreting Pituitary Adenoma;D049912
C19.700;Growth Hormone-Secreting Pituitary Adenoma;D049912
C04.557;ACTH-Secreting Pituitary Adenoma;D049913
C04.588;ACTH-Secreting Pituitary Adenoma;D049913
C10.228;ACTH-Secreting Pituitary Adenoma;D049913
C19.344;ACTH-Secreting Pituitary Adenoma;D049913
C19.700;ACTH-Secreting Pituitary Adenoma;D049913
C18.452;DNA Repair-Deficiency Disorders;D049914
C18.452;Nijmegen Breakage Syndrome;D049932
C19.642;Hyperparathyroidism, Primary;D049950
C11.270;Graves Ophthalmopathy;D049970
C11.675;Graves Ophthalmopathy;D049970
C19.874;Graves Ophthalmopathy;D049970
C20.111;Graves Ophthalmopathy;D049970
C16.320;Hyperthyroxinemia, Familial Dysalbuminemic;D050010
C19.874;Hyperthyroxinemia, Familial Dysalbuminemic;D050010
C14.280;Andersen Syndrome;D050030
C16.131;Andersen Syndrome;D050030
C19.874;Hashimoto Disease;D050031
C13.703;Postpartum Thyroiditis;D050032
C19.874;Postpartum Thyroiditis;D050032
C16.131;Thyroid Dysgenesis;D050033
C19.874;Thyroid Dysgenesis;D050033
C12.706;Sexual Infantilism;D050035
C13.351;Sexual Infantilism;D050035
C16.131;Sexual Infantilism;D050035
C19.391;Sexual Infantilism;D050035
C12.706;Ovotesticular Disorders of Sex Development;D050090
C13.351;Ovotesticular Disorders of Sex Development;D050090
C16.131;Ovotesticular Disorders of Sex Development;D050090
C19.391;Ovotesticular Disorders of Sex Development;D050090
C18.452;Dyslipidemias;D050171
C16.320;Genetic Diseases, Y-Linked;D050174
C14.907;Atherosclerosis;D050197
C05.116;Mulibrey Nanism;D050336
C16.320;Mulibrey Nanism;D050336
C14.907;Arteriolosclerosis;D050379
C18.452;Monckeberg Medial Calcific Sclerosis;D050380
C04.588;Adamantinoma;D050398
C05.116;Adamantinoma;D050398
C05.330;Hallux Varus;D050488
C05.330;Bunion, Tailor's;D050489
C06.689;Pancreatitis, Chronic;D050500
C26.404;Fractures, Bone;D050723
C26.411;Fractures, Cartilage;D050724
C03.600;Mesomycetozoea Infections;D050738
C10.228;SUNCT Syndrome;D050798
C15.604;Wandering Spleen;D050805
C26.404;Fractures, Compression;D050815
C07.465;Granulomatosis, Orofacial;D051261
C10.228;Headache Disorders, Primary;D051270
C10.228;Headache Disorders, Secondary;D051271
C10.228;Post-Traumatic Headache;D051298
C10.228;Post-Dural Puncture Headache;D051299
C10.228;Paroxysmal Hemicrania;D051302
C10.228;Trigeminal Autonomic Cephalalgias;D051303
C15.604;Lymphohistiocytosis, Hemophagocytic;D051359
C12.777;Renal Insufficiency, Chronic;D051436
C13.351;Renal Insufficiency, Chronic;D051436
C12.777;Renal Insufficiency;D051437
C13.351;Renal Insufficiency;D051437
C10.597;Neuralgia, Postherpetic;D051474
C10.668;Neuralgia, Postherpetic;D051474
C12.294;Hemospermia;D051516
C04.557;Odontogenic Tumor, Squamous;D051527
C16.614;Hyperbilirubinemia, Neonatal;D051556
C04.557;Histiocytoma;D051642
C04.557;Histiocytoma, Malignant Fibrous;D051677
C06.405;Mucositis;D052016
C07.465;Mucositis;D052016
C13.351;Vaginismus;D052065
C10.597;Glycogen Storage Disease Type IIb;D052120
C14.280;Glycogen Storage Disease Type IIb;D052120
C16.320;Glycogen Storage Disease Type IIb;D052120
C18.452;Glycogen Storage Disease Type IIb;D052120
C12.706;Frasier Syndrome;D052159
C12.777;Frasier Syndrome;D052159
C13.351;Frasier Syndrome;D052159
C16.131;Frasier Syndrome;D052159
C16.320;Frasier Syndrome;D052159
C19.391;Frasier Syndrome;D052159
C12.777;Kidney Diseases, Cystic;D052177
C13.351;Kidney Diseases, Cystic;D052177
C13.703;Cephalopelvic Disproportion;D052178
C13.351;Hydrocolpos;D052202
C09.218;Usher Syndromes;D052245
C10.597;Usher Syndromes;D052245
C11.768;Usher Syndromes;D052245
C11.966;Usher Syndromes;D052245
C16.131;Usher Syndromes;D052245
C16.320;Usher Syndromes;D052245
C05.651;Tendinopathy;D052256
C26.874;Tendinopathy;D052256
C18.452;Lipid Metabolism Disorders;D052439
C16.320;Hypoalphalipoproteinemias;D052456
C18.452;Hypoalphalipoproteinemias;D052456
C18.452;Hypobetalipoproteinemia, Familial, Apolipoprotein B;D052476
C17.800;Lipodystrophy, Familial Partial;D052496
C18.452;Lipodystrophy, Familial Partial;D052496
C16.320;Lipodystrophy, Congenital Generalized;D052497
C17.800;Lipodystrophy, Congenital Generalized;D052497
C18.452;Lipodystrophy, Congenital Generalized;D052497
C10.228;Sulfatidosis;D052516
C16.320;Sulfatidosis;D052516
C18.452;Sulfatidosis;D052516
C10.228;Multiple Sulfatase Deficiency Disease;D052517
C16.320;Multiple Sulfatase Deficiency Disease;D052517
C18.452;Multiple Sulfatase Deficiency Disease;D052517
C10.228;Niemann-Pick Disease, Type A;D052536
C15.604;Niemann-Pick Disease, Type A;D052536
C16.320;Niemann-Pick Disease, Type A;D052536
C18.452;Niemann-Pick Disease, Type A;D052536
C10.228;Niemann-Pick Disease, Type B;D052537
C15.604;Niemann-Pick Disease, Type B;D052537
C16.320;Niemann-Pick Disease, Type B;D052537
C18.452;Niemann-Pick Disease, Type B;D052537
C10.228;Niemann-Pick Disease, Type C;D052556
C15.604;Niemann-Pick Disease, Type C;D052556
C16.320;Niemann-Pick Disease, Type C;D052556
C18.452;Niemann-Pick Disease, Type C;D052556
C05.651;Trigger Finger Disorder;D052582
C13.351;Female Urogenital Diseases;D052776
C12.294;Balanitis Xerotica Obliterans;D052798
C12.777;Cystocele;D052858
C13.351;Cystocele;D052858
C12.777;Urolithiasis;D052878
C13.351;Urolithiasis;D052878
C10.228;Subacute Combined Degeneration;D052879
C10.314;Subacute Combined Degeneration;D052879
C10.574;Subacute Combined Degeneration;D052879
C18.654;Subacute Combined Degeneration;D052879
C01.539;Pyomyositis;D052880
C05.651;Pyomyositis;D052880
C10.668;Pyomyositis;D052880
C10.228;Refsum Disease, Infantile;D052919
C16.320;Refsum Disease, Infantile;D052919
C18.452;Refsum Disease, Infantile;D052919
C04.182;Tarlov Cysts;D052958
C10.668;Tarlov Cysts;D052958
C12.777;Pyonephrosis;D053018
C13.351;Pyonephrosis;D053018
C12.777;Ureterolithiasis;D053039
C13.351;Ureterolithiasis;D053039
C12.777;Nephrolithiasis;D053040
C13.351;Nephrolithiasis;D053040
C05.116;Hypophosphatemic Rickets, X-Linked Dominant;D053098
C12.777;Hypophosphatemic Rickets, X-Linked Dominant;D053098
C13.351;Hypophosphatemic Rickets, X-Linked Dominant;D053098
C16.320;Hypophosphatemic Rickets, X-Linked Dominant;D053098
C18.452;Hypophosphatemic Rickets, X-Linked Dominant;D053098
C18.654;Hypophosphatemic Rickets, X-Linked Dominant;D053098
C12.777;Azotemia;D053099
C13.351;Azotemia;D053099
C08.618;Respiratory Aspiration;D053120
C12.777;Urinary Bladder, Overactive;D053201
C13.351;Urinary Bladder, Overactive;D053201
C12.777;Urinary Incontinence, Urge;D053202
C13.351;Urinary Incontinence, Urge;D053202
C12.777;Nocturnal Enuresis;D053206
C13.351;Nocturnal Enuresis;D053206
C12.777;Diurnal Enuresis;D053207
C13.351;Diurnal Enuresis;D053207
C15.378;Hyper-IgM Immunodeficiency Syndrome;D053306
C20.673;Hyper-IgM Immunodeficiency Syndrome;D053306
C15.378;Hyper-IgM Immunodeficiency Syndrome, Type 1;D053307
C16.320;Hyper-IgM Immunodeficiency Syndrome, Type 1;D053307
C20.673;Hyper-IgM Immunodeficiency Syndrome, Type 1;D053307
C16.131;Ectodermal Dysplasia 1, Anhidrotic;D053358
C16.320;Ectodermal Dysplasia 1, Anhidrotic;D053358
C17.800;Ectodermal Dysplasia 1, Anhidrotic;D053358
C16.131;Ectodermal Dysplasia 3, Anhidrotic;D053359
C16.320;Ectodermal Dysplasia 3, Anhidrotic;D053359
