D03.438.221.173;Calcimycin;D000001
B01.650.940.800.575.100.339;Elaeocarpaceae;D045467
B01.650.940.800.575.100.825.437.500;Polygonum cuspidatum;D045468
B01.650.940.800.575.100.842.110;Chrysobalanaceae;D045469
B01.650.940.800.575.100.850.876;Rubia;D045470
B01.650.940.800.575.100.875.077;Aegle;D045471
B04.820.504.540.150.750;SARS Virus;D045473
B04.909.777.500.540.150.750;SARS Virus;D045473
G01.311.355.750.500;Hot Springs;D045482
G01.311.750;Rivers;D045483
G16.500.275.280.650;Rivers;D045483
N06.230.232.650;Rivers;D045483
B03.440.500.450;Helicobacter mustelae;D045502
B03.660.150.280.480;Helicobacter mustelae;D045502
B03.440.090.100.080;Bartonella bacilliformis;D045503
B03.660.050.030.040.080;Bartonella bacilliformis;D045503
D27.505.519;Molecular Mechanisms of Pharmacological Action;D045504
D27.505.696;Physiological Effects of Drugs;D045505
D27.505.954;Therapeutic Uses;D045506
D08.811.739;Recombinases;D045522
A11.284.149.165.695;Phycobilisomes;D045524
D05.500.562.488.490.500;Phycobilisomes;D045524
D08.811.600.710.490.500;Phycobilisomes;D045524
D03.438.810.835.661;PQQ Cofactor;D045542
D08.211.682;PQQ Cofactor;D045542
D02.806.400;Indolequinones;D045563
D03.438.473.412;Indolequinones;D045563
D08.811.739.800;Transposon Resolvases;D045564
D08.811.913.696.445.837;Transposon Resolvases;D045564
D08.811.277.352.335.350.400;Holliday Junction Resolvases;D045565
D08.811.277.352.355.325.400;Holliday Junction Resolvases;D045565
D08.811.739.250;Holliday Junction Resolvases;D045565
D13.444.308.295;DNA, Cruciform;D045566
G02.111.570.790.486.325;DNA, Cruciform;D045566
G05.360.580.325;DNA, Cruciform;D045566
D08.811.739.900;VDJ Recombinases;D045567
D08.811.913.696.445.950;VDJ Recombinases;D045567
D02.389.338.912;Tetraoxanes;D045568
D02.737.912;Tetraoxanes;D045568
B03.440.860.074.575;Phytoplasma;D045582
G04.299.125.180;Chromosome Positioning;D045584
D08.811.277.352.355.325.350;Flap Endonucleases;D045585
A11.284.420.400;Intranuclear Inclusion Bodies;D045586
C06.405.469.637.887;Steatorrhea;D045602
C18.452.603.887;Steatorrhea;D045602
B01.650.940.800.575.100.321;Dioncophyllaceae;D045603
A11.284.295.260;Extracellular Fluid;D045604
A12.207.270;Extracellular Fluid;D045604
B03.440.860.300.250;Entomoplasmataceae;D045622
B03.440.860.580.553.553.210;Mycoplasma capricolum;D045623
B03.440.860.300.750.625.500;Spiroplasma citri;D045642
D08.811.074;DNA Repair Enzymes;D045643
B03.440.860.580.553.553.050;Mycoplasma agalactiae;D045644
B03.440.860.580.553.553.075;Mycoplasma arthritidis;D045645
B03.440.860.580.553.553.195;Mycoplasma bovigenitalium;D045646
D08.811.074.249;DNA Glycosylases;D045647
D08.811.277.450.430.099;DNA Glycosylases;D045647
E06.931.475;Dental Etching;D045662
E07.595.650;Quantum Dots;D045663
J01.637.512.600.650;Quantum Dots;D045663
D08.811.277.656.300.760.640;Proprotein Convertase 1;D045664
D08.811.277.656.837.500;Proprotein Convertase 1;D045664
D08.811.277.656.959.350.640;Proprotein Convertase 1;D045664
B03.440.860.580.553.553.200;Mycoplasma bovis;D045682
D08.811.277.656.300.760.353;Furin;D045683
D08.811.277.656.837.249;Furin;D045683
D08.811.277.656.959.350.353;Furin;D045683
B03.440.860.580.553.553.220;Mycoplasma conjunctivae;D045684
B03.440.860.580.553.553.267;Mycoplasma dispar;D045685
B03.440.860.580.553.553.345;Mycoplasma gallisepticum;D045686
D08.811.277.656.300.760.648;Proprotein Convertase 5;D045702
D08.811.277.656.837.625;Proprotein Convertase 5;D045702
D08.811.277.656.959.350.648;Proprotein Convertase 5;D045702
D27.720.877.383;Emulsifying Agents;D045703
B03.440.860.580.553.553.355;Mycoplasma genitalium;D045704
B03.440.860.580.553.553.420;Mycoplasma hyopneumoniae;D045705
D08.811.277.656.300.760.646;Proprotein Convertase 2;D045706
D08.811.277.656.837.562;Proprotein Convertase 2;D045706
D08.811.277.656.959.350.646;Proprotein Convertase 2;D045706
B04.820.504.540.150.800.600;Porcine Respiratory Coronavirus;D045722
B04.909.777.500.540.150.800.600;Porcine Respiratory Coronavirus;D045722
C06.405.117.136;Diverticulosis, Esophageal;D045723
C06.405.748.142;Diverticulosis, Stomach;D045724
D03.383.129.578.840;Tetrapyrroles;D045725
D03.549.909;Tetrapyrroles;D045725
D04.345.783;Tetrapyrroles;D045725
D08.811.277.656.675;Metalloproteases;D045726
D08.811.277.656.350.555;Metalloexopeptidases;D045727
D08.811.277.656.675.555;Metalloexopeptidases;D045727
D03.383.129.578.840.437;Corrinoids;D045728
D03.549.909.437;Corrinoids;D045728
D04.345.783.437;Corrinoids;D045728
C01.252.620.540;Pneumonia of Swine, Mycoplasmal;D045729
C08.381.677.540.540;Pneumonia of Swine, Mycoplasmal;D045729
C08.730.610.540.540;Pneumonia of Swine, Mycoplasmal;D045729
C22.905.626;Pneumonia of Swine, Mycoplasmal;D045729
J02.500.850.500.700.500;Soy Foods;D045730
C17.300.799.602;Scleroderma, Diffuse;D045743
C17.800.784.602;Scleroderma, Diffuse;D045743
A11.251.210.190;Cell Line, Tumor;D045744
A11.251.860.180;Cell Line, Tumor;D045744
C17.300.799.801;Scleroderma, Limited;D045745
C17.800.784.801;Scleroderma, Limited;D045745
D08;Enzymes and Coenzymes;D045762
D02.455.849.486;Hemiterpenes;D045782
D20.215.784.750.186;Clove Oil;D045783
D02.455.426.559.847.723.590;Diterpenes, Abietane;D045784
D02.455.849.291.206;Diterpenes, Abietane;D045784
D04.615.723.590;Diterpenes, Abietane;D045784
D02.455.849.291.228;Diterpenes, Clerodane;D045785
D02.455.849.291.239;Diterpenes, Kaurane;D045786
D02.455.849.765.775;Sesquiterpenes, Eudesmane;D045787
D02.455.849.765.787;Sesquiterpenes, Germacrane;D045788
D02.455.426.392.368.284.500;Sesquiterpenes, Guaiane;D045789
D02.455.849.765.793;Sesquiterpenes, Guaiane;D045789
B03.440.860.580.553.553.425;Mycoplasma hyorhinis;D045790
B03.440.860.580.553.553.430;Mycoplasma hyosynoviae;D045791
D02.455.326.271.665.202.309;Norisoprenoids;D045792
D02.455.426.392.368.367.379.249.375;Norisoprenoids;D045792
D02.455.849.131.309;Norisoprenoids;D045792
B03.440.860.580.553.553.450;Mycoplasma iowae;D045793
B03.440.860.580.553.553.570;Mycoplasma meleagridis;D045794
B03.440.860.580.553.553.630;Mycoplasma orale;D045795
B03.440.860.580.553.553.635;Mycoplasma ovipneumoniae;D045802
B03.440.860.580.553.553.670;Mycoplasma pulmonis;D045803
B03.440.860.580.553.553.720;Mycoplasma salivarium;D045804
B03.440.860.580.553.553.770;Mycoplasma synoviae;D045805
F02.463.785.373.476.850;Refusal to Participate;D045808
I01.880.735.384;Human Rights Abuses;D045809
C06.405.469.531.568;Intestinal Volvulus;D045822
C23.300.970.500;Intestinal Volvulus;D045822
C06.405.469.531.492;Ileus;D045823
C01.252.400.260;Desulfovibrionaceae Infections;D045824
C01.252.400.388;Fusobacteriaceae Infections;D045825
C01.252.400.349;Flavobacteriaceae Infections;D045826
C01.252.400.245;Cytophagaceae Infections;D045827
C01.252.400.560;Moraxellaceae Infections;D045828
B03.335.300;Fibrobacter;D045848
B03.440.425.410.047.300;Fibrobacter;D045848
B03.440.425.410.096.020;Acidaminococcus;D045850
B03.440.425.400.500;Megasphaera;D045851
B03.440.425.410.096.755;Pectinatus;D045852
G09.772.770.755.700.275;Exhalation;D045853
B03.440.425.410.096;Veillonellaceae;D045854
B03.510.460.400.400.024;Acetobacterium;D045855
B03.440.425.410.237;Butyrivibrio;D045856
B03.510.460.400.400.124;Butyrivibrio;D045856
B03.510.400.687;Ruminococcus;D045857
B03.900.174;Desulfitobacterium;D045858
B03.510.415.400.230;Desulfotomaculum;D045859
B03.900.300;Desulfotomaculum;D045859
B01.650.940.800.575.100.822.894;Sorghum;D045868
C04.182.347;Ganglion Cysts;D045888
C17.300.550.274;Ganglion Cysts;D045888
C02.256.743.615;Monkeypox;D045908
C22.735.750;Monkeypox;D045908
C22.795.600;Monkeypox;D045908
D27.505.696.399.472.080;Anabolic Agents;D045930
B01.050.150.900.649.147.900;Viverridae;D045949
B01.050.150.900.649.147.410;Hyaenidae;D045968
B01.050.150.900.649.147.550;Mustelidae;D045969
B01.050.150.900.649.147.650;Procyonidae;D045988
B01.050.150.900.649.147.354;Felidae;D045989
B01.050.150.900.649.147.354.250;Felis;D045991
B01.050.150.900.649.147.354.500;Lynx;D046008
B01.050.150.900.649.147.354.600;Panthera;D046009
B01.050.150.900.649.147.354.600.800;Tigers;D046010
B01.050.150.900.649.147.354.630;Puma;D046011
B01.050.150.900.649.147.153;Canidae;D046028
B01.050.150.900.649.147.153.150;Coyotes;D046029
B01.050.150.900.649.147.153.400;Jackals;D046030
B01.050.150.900.649.147.153.700;Raccoon Dogs;D046031
E01.370.350.515.402.580.500;Microscopy, Energy-Filtering Transmission Electron;D046032
E05.196.867.838.500;Microscopy, Energy-Filtering Transmission Electron;D046032
E05.595.402.580.500;Microscopy, Energy-Filtering Transmission Electron;D046032
B01.050.150.900.649.147.600.700;Seals, Earless;D046048
B01.050.150.900.649.147.600.700.600;Phoca;D046049
B01.650.940.150.300;Caulerpa;D046068
B01.050.150.900.649.147.600.288;Fur Seals;D046069
B01.050.150.900.649.147.600.670;Sea Lions;D046070
C09.218.458.341.950;Hearing Loss, Unilateral;D046088
C10.597.751.418.341.950;Hearing Loss, Unilateral;D046088
C23.888.592.763.393.341.950;Hearing Loss, Unilateral;D046088
C09.218.458.341.849;Hearing Loss, Mixed Conductive-Sensorineural;D046089
C10.597.751.418.341.849;Hearing Loss, Mixed Conductive-Sensorineural;D046089
C23.888.592.763.393.341.849;Hearing Loss, Mixed Conductive-Sensorineural;D046089
B01.050.150.900.248.050;Anseriformes;D046090
B01.050.150.900.248.150;Charadriiformes;D046091
B01.050.150.900.248.165;Columbiformes;D046092
B01.050.150.900.248.250;Falconiformes;D046093
B01.050.150.900.248.815.350;Falconiformes;D046093
B01.050.150.900.248.350;Galliformes;D046094
B01.050.150.900.248.600;Palaeognathae;D046108
B01.050.150.900.248.620;Passeriformes;D046109
C13.703.395;Hypertension, Pregnancy-Induced;D046110
C14.907.489.480;Hypertension, Pregnancy-Induced;D046110
E02.467;Fetal Therapies;D046128
D20.215.894.899.205;Ebola Vaccines;D046129
E04.936.537.500;Donor Selection;D046148
N02.421.911.600;Donor Selection;D046148
E05.240.468;Embryo Culture Techniques;D046149
C05.116.099.343.679;Laron Syndrome;D046150
C16.320.240.750;Laron Syndrome;D046150
C19.297.656;Laron Syndrome;D046150
C16.131.894.500;Lingual Thyroid;D046151
C19.874.689.500;Lingual Thyroid;D046151
C04.557.450.565.370;Gastrointestinal Stromal Tumors;D046152
C06.301.371.308;Gastrointestinal Stromal Tumors;D046152
C06.405.249.308;Gastrointestinal Stromal Tumors;D046152
E01.370.350.515.184;Dermoscopy;D046169
G02.111.087.675.871.790;Protein Modification, Translational;D046188
G02.111.087.693;Protein Modification, Translational;D046188
G02.149.115.675.871.790;Protein Modification, Translational;D046188
G02.149.115.693;Protein Modification, Translational;D046188
G03.495.770.871.790;Protein Modification, Translational;D046188
G05.355.315.670;Protein Modification, Translational;D046188
E05.196.630;Microchip Analytical Procedures;D046208
E05.588;Microchip Analytical Procedures;D046208
E05.196.401.190.500;Electrophoresis, Microchip;D046209
E05.196.630.465.340;Electrophoresis, Microchip;D046209
E05.588.465.340;Electrophoresis, Microchip;D046209
E05.196.630.465;Microfluidic Analytical Techniques;D046210
E05.588.465;Microfluidic Analytical Techniques;D046210
E05.196.630.570;Microarray Analysis;D046228
E05.588.570;Microarray Analysis;D046228
C06.405.748.340.690.500;Pyloric Stenosis, Hypertrophic;D046248
G02.111.087.019.055.860;Transfer RNA Aminoacylation;D046249
G02.111.087.675.050.860;Transfer RNA Aminoacylation;D046249
G02.111.087.675.871.850;Transfer RNA Aminoacylation;D046249
G02.149.115.019.055.860;Transfer RNA Aminoacylation;D046249
G02.149.115.675.050.860;Transfer RNA Aminoacylation;D046249
G02.149.115.675.871.850;Transfer RNA Aminoacylation;D046249
G03.495.095.055.860;Transfer RNA Aminoacylation;D046249
G03.495.770.050.860;Transfer RNA Aminoacylation;D046249
G03.495.770.871.850;Transfer RNA Aminoacylation;D046249
I01.880.604.473.675;Reproductive Rights;D046269
N03.706.437.675;Reproductive Rights;D046269
E02.218.085.090;Body Piercing;D046288
E02.800.090;Body Piercing;D046288
E04.085.090;Body Piercing;D046288
E02.218.085;Body Modification, Non-Therapeutic;D046289
E04.085;Body Modification, Non-Therapeutic;D046289
C01.539.830.025.020.455.730;Liver Abscess, Pyogenic;D046290
C06.552.597.758;Liver Abscess, Pyogenic;D046290
B01.050.150.900.649.865.600.700;Spalax;D046308
B01.050.150.900.649.865.635.700;Spalax;D046308
B01.050.150.900.649.865.692;Porcupines;D046328
B01.050.150.900.649.865.663;Octodon;D046329
B01.050.150.900.649.865.640;Myoxidae;D046330
B01.050.150.900.649.865.545;Gophers;D046348
C06.552.830.074;Coproporphyria, Hereditary;D046349
C16.320.565.708.400.074;Coproporphyria, Hereditary;D046349
C16.320.850.742.074;Coproporphyria, Hereditary;D046349
C17.800.827.742.074;Coproporphyria, Hereditary;D046349
C17.800.849.617.400.074;Coproporphyria, Hereditary;D046349
C18.452.648.708.400.074;Coproporphyria, Hereditary;D046349
C18.452.811.400.074;Coproporphyria, Hereditary;D046349
C18.452.880.617.400.074;Coproporphyria, Hereditary;D046349
C06.552.830.625;Porphyria, Variegate;D046350
C16.320.565.708.400.625;Porphyria, Variegate;D046350
C16.320.850.742.625;Porphyria, Variegate;D046350
C17.800.827.742.625;Porphyria, Variegate;D046350
C17.800.849.617.400.625;Porphyria, Variegate;D046350
C18.452.648.708.400.625;Porphyria, Variegate;D046350
C18.452.811.400.625;Porphyria, Variegate;D046350
C18.452.880.617.400.625;Porphyria, Variegate;D046350
C06.552.830.812;Protoporphyria, Erythropoietic;D046351
C16.320.565.708.400.812;Protoporphyria, Erythropoietic;D046351
C16.320.850.742.812;Protoporphyria, Erythropoietic;D046351
C17.800.827.742.812;Protoporphyria, Erythropoietic;D046351
C17.800.849.617.400.812;Protoporphyria, Erythropoietic;D046351
C18.452.648.708.400.812;Protoporphyria, Erythropoietic;D046351
C18.452.811.400.812;Protoporphyria, Erythropoietic;D046351
C18.452.880.617.400.812;Protoporphyria, Erythropoietic;D046351
F01.145.113.555;Freezing Reaction, Cataleptic;D046352
F01.145.632.555;Freezing Reaction, Cataleptic;D046352
G11.427.590.530.698.555;Freezing Reaction, Cataleptic;D046352
F01.145.113.680;Immobility Response, Tonic;D046353
F01.145.632.680;Immobility Response, Tonic;D046353
G11.427.590.530.698.680;Immobility Response, Tonic;D046353
B01.050.150.900.248.620.750.150;Crows;D046368
B01.050.150.900.248.620.750.250;Finches;D046369
B01.050.150.900.248.620.750.700;Sparrows;D046370
B01.050.150.900.248.620.750.725;Swallows;D046388
B01.050.150.900.248.710.672.650.500;Melopsittacus;D046408
B01.050.150.900.248.710.672.650.650;Psittacula;D046409
B01.050.150.900.248.710.251;Cockatoos;D046410
B01.050.150.900.248.250.400;Hawks;D046428
B01.050.150.900.248.815.350.400;Hawks;D046428
B01.050.150.900.248.860;Spheniscidae;D046429
G01.311.400;Ice Cover;D046448
G16.500.275.410.500;Ice Cover;D046448
N06.230.291.500;Ice Cover;D046448
C23.300.707.374;Hernia, Abdominal;D046449
G07.700.320.750;Sexual Development;D046468
G08.686.785.880;Sexual Development;D046468
E05.240;Culture Techniques;D046508
E05.240.617;Tissue Culture Techniques;D046509
G05.365.590.175.125;Chimerism;D046528
E01.370.350.515.402.580;Microscopy, Electron, Transmission;D046529
E05.595.402.580;Microscopy, Electron, Transmission;D046529
C13.703.844.728;Pubic Symphysis Diastasis;D046548
C26.289.650;Pubic Symphysis Diastasis;D046548
D12.776.124.486.485.114.820;Plantibodies;D046549
D12.776.124.790.651.114.820;Plantibodies;D046549
D12.776.377.715.548.114.820;Plantibodies;D046549
A08.663.650.915.500.530.550;Neuroepithelial Bodies;D046568
A08.800.950.500.530.550;Neuroepithelial Bodies;D046568
A11.436.690.550;Neuroepithelial Bodies;D046568
A11.671.650.915.500.530.550;Neuroepithelial Bodies;D046568
A08.663.650.915.500.530;Neuroepithelial Cells;D046569
A08.663.650.915.750.600;Neuroepithelial Cells;D046569
A08.800.950.500.530;Neuroepithelial Cells;D046569
A08.800.950.750.600;Neuroepithelial Cells;D046569
A11.436.690;Neuroepithelial Cells;D046569
A11.671.650.915.500.530;Neuroepithelial Cells;D046569
A11.671.650.915.750.600;Neuroepithelial Cells;D046569
B02.600;Nanoarchaeota;D046588
C10.228.140.300.275.249;CADASIL;D046589
C10.228.140.300.400.203;CADASIL;D046589
C10.228.140.300.510.200.175;CADASIL;D046589
C10.228.140.380.230.124;CADASIL;D046589
C14.907.253.329.249;CADASIL;D046589
C14.907.253.560.200.175;CADASIL;D046589
C16.320.129;CADASIL;D046589
E05.196.867.838;Spectroscopy, Electron Energy-Loss;D046590
C10.597.350.675;Synkinesis;D046608
C23.888.592.350.675;Synkinesis;D046608
L01.346.596.413;Libraries, Digital;D046609
L01.700.508.300.742.470;Libraries, Digital;D046609
C06.130.120.250.098.800;Sphincter of Oddi Dysfunction;D046628
C10.228.140.300.535.450.400.400;Hematoma, Subdural, Intracranial;D046648
C10.900.300.837.600.400;Hematoma, Subdural, Intracranial;D046648
C14.907.253.573.400.450.400;Hematoma, Subdural, Intracranial;D046648
C23.550.414.838.700.400;Hematoma, Subdural, Intracranial;D046648
C23.550.414.913.700.400;Hematoma, Subdural, Intracranial;D046648
C26.260.616.600.400;Hematoma, Subdural, Intracranial;D046648
C26.915.300.490.450.400;Hematoma, Subdural, Intracranial;D046648
C23.550.414.838.700.700;Hematoma, Subdural, Spinal;D046649
L01.453.245.945.700.500;Medical Subject Headings;D046650
E05.318.308.985.550.287;Child Mortality;D046688
L01.280.975.550.287;Child Mortality;D046688
N01.224.935.698.150;Child Mortality;D046688
N06.850.505.400.975.550.287;Child Mortality;D046688
N06.850.520.308.985.550.287;Child Mortality;D046688
E05.318.308.985.550.362;Fetal Mortality;D046689
L01.280.975.550.362;Fetal Mortality;D046689
N01.224.935.698.300;Fetal Mortality;D046689
N06.850.505.400.975.550.362;Fetal Mortality;D046689
N06.850.520.308.985.550.362;Fetal Mortality;D046689
E02.342.250;Deep Brain Stimulation;D046690
E04.190;Deep Brain Stimulation;D046690
B01.050.150.900.248.710.672.050;Amazona;D046708
F02.463.593.524;Pattern Recognition, Physiological;D046709
B01.050.150.900.248.710.672.040;Agapornis;D046710
C06.405.205.265.173;Colitis, Microscopic;D046728
C06.405.469.158.188.173;Colitis, Microscopic;D046728
C06.405.205.265.173.500;Colitis, Collagenous;D046729
C06.405.469.158.188.173.500;Colitis, Collagenous;D046729
C06.405.205.265.173.750;Colitis, Lymphocytic;D046730
C06.405.469.158.188.173.750;Colitis, Lymphocytic;D046730
C23.550.414.838.355;Hematoma, Epidural, Spinal;D046748
B01.050.150.900.248.620.750.712;Starlings;D046749
C06.689.150.500;Nesidioblastosis;D046768
C16.614.200.500;Nesidioblastosis;D046768
C18.452.394.968.250.500;Nesidioblastosis;D046768
C18.452.394.984.200.500;Nesidioblastosis;D046768
C05.550.700;Patellofemoral Pain Syndrome;D046788
C05.182.100;Chondromalacia Patellae;D046789
C17.300.182.100;Chondromalacia Patellae;D046789
A03.734.540;Pancreas, Exocrine;D046790
A10.336.645;Pancreas, Exocrine;D046790
B04.280.030.080;Atadenovirus;D046808
B04.909.204.097.080;Atadenovirus;D046808
B04.280.030.750;Siadenovirus;D046809
B04.909.204.097.750;Siadenovirus;D046809
B04.280.120.400;Gyrovirus;D046810
B04.909.204.120.400;Gyrovirus;D046810
B04.820.504.770;Roniviridae;D046828
B04.820.545.450;Isavirus;D046829
B04.715.850;Tymoviridae;D046830
B04.820.900;Tymoviridae;D046830
B04.280.505.900;White spot syndrome virus 1;D046848
B04.280.505;Nimaviridae;D046849
B03.280.100.150;Anabaena cylindrica;D046868
B03.440.475.100.100.150;Anabaena cylindrica;D046868
B03.280.100.300;Anabaena flos-aquae;D046869
B03.440.475.100.100.300;Anabaena flos-aquae;D046869
B03.280.100.900;Anabaena variabilis;D046870
B03.440.475.100.100.900;Anabaena variabilis;D046870
E05.196.630.570.850;Tissue Array Analysis;D046888
E05.588.570.850;Tissue Array Analysis;D046888
